link,name
anonymous/supreme/,Supreme NTM
anonymous/surf_mcs/,Surf MC's
anonymous/suss_one/,DJ Suss One
anonymous/svillage/,Slum Village
anonymous/swaytech/,Sway and King Tech (Sway &amp; Tech)
anonymous/sweat_un/,Sweatshop Union
anonymous/sweettee/,Sweet Tee
anonymous/swisha/,Swishahouse
anonymous/swizzbtz/,Swizz Beatz
anonymous/swoop_g/,Swoop G
anonymous/syarikid/,Sy Ari Da Kid
anonymous/syko/,Syko
anonymous/sylk_e/,Sylk-E. Fine
anonymous/symantix/,Symantix
anonymous/sza/,SZA
anonymous/t_angelz/,T.H.U.G. Angelz
anonymous/t_aoyama/,Thelma Aoyama
anonymous/t_barker/,Travis Barker
anonymous/t_bo/,T-Bo
anonymous/t_bone/,T-Bone
anonymous/t_bonney/,Tabi Bonney
anonymous/t_insane/,Totally Insane
anonymous/t_isaam/,T-Isaam
anonymous/t_mac/,T-Mac
anonymous/t_martin/,Terrace Martin
anonymous/t_morgan/,Tanya Morgan
anonymous/t_nutty/,T-Nutty
anonymous/t_pop/,T-Pop
anonymous/t_porter/,Travis Porter
anonymous/t_rock/,T-Rock
anonymous/t_savage/,Tiwa Savage
anonymous/t_squad/,Terror Squad
anonymous/t_taylor/,Teyana Taylor
anonymous/t_tempah/,Tinie Tempah
anonymous/t_turner/,Truck Turner
anonymous/t_wright/,Toki Wright
anonymous/t2/,T2
anonymous/ta_riley/,Tarrus Riley
anonymous/tag_team/,Tag Team
anonymous/tahir/,Tahir
anonymous/taiocruz/,Taio Cruz
anonymous/tajai/,Tajai
anonymous/takeoff/,Takeoff (Migos)
anonymous/tame_one/,Tame One
anonymous/tasha/,Tasha
anonymous/tatt_ink/,Tattoo Ink
anonymous/tay_dizm/,Tay Dizm
anonymous/tay_krew/,Tay Krew
anonymous/taydatay/,Taydatay
anonymous/tay-k/,Tay-K
anonymous/TDS_mob/,T.D.S. Mob
anonymous/team_bs/,Team BS
anonymous/team_dem/,Team Demolition
anonymous/tec_9/,Tec-9
anonymous/techniec/,Techniec
anonymous/tedashii/,Tedashii
anonymous/teeflii/,TeeFlii
anonymous/teegrizz/,Tee Grizzley
anonymous/tef/,Tef
anonymous/teflon/,Teflon
anonymous/tego_cal/,Tego Calderón
anonymous/tekitha/,Tekitha
anonymous/tela/,Tela
anonymous/term_x/,Terminator X
anonymous/termanol/,Termanology
anonymous/terror/,The Terrorists
anonymous/th_lordz/,Thug Lordz
anonymous/thajoker/,Tha Joker
anonymous/the_ass/,The Associates
anonymous/the_bums/,The B.U.M.S.
anonymous/the_comm/,The Commission
anonymous/the_four/,The Four Horsemen
anonymous/the_gods/,The Godfathers (Kool G. Rap &amp; Necro Butcher)
anonymous/the_herd/,The Herd
anonymous/the_pack/,The Pack
anonymous/the_team/,The Team
anonymous/the_unit/,The Unit
anonymous/the_wave/,The Wave
anonymous/thecross/,The Cross Movement
anonymous/thedream/,The-Dream
anonymous/thejacka/,The Jacka
anonymous/theonejp/,The One JP
anonymous/theounit/,Theodore Unit
anonymous/thousand/,Thousand Foot Krutch
anonymous/threat/,Threat (CubeKing T)
anonymous/threat_b/,Threat (P-N-C)
anonymous/thug_law/,Thug Law
anonymous/thugpoet/,Thug Poet
anonymous/ti,T.I.
anonymous/tim_dog/,Tim Dog
anonymous/timbking/,Timbo King
anonymous/time/,Time
anonymous/tinashe/,Tinashe
anonymous/tinchy_s/,Tinchy Stryder
anonymous/tink/,Tink
anonymous/tite/,Tite
anonymous/titlopez/,Tito Lopez
anonymous/tj_benz/,TJ Benz
anonymous/t-kash/,T-K.A.S.H.
anonymous/tmsmooth/,Tim Smooth
anonymous/tnytouch/,Tony Touch
anonymous/toby/,Toby (of Inverse)
anonymous/toby_mac/,Toby Mac
anonymous/toddytee/,Toddy Tee
anonymous/tok/,T.O.K.
anonymous/tom_hill/,Tommy Hill
anonymous/tomgibbs/,Tommy Gibbs
anonymous/tommytee/,Tommy Tee
anonymous/tone/,Tone
anonymous/tone_loc/,Tone Loc
anonymous/tonedeff/,Tonedeff
anonymous/tonetone/,Tone-Tone
anonymous/tongue/,The Tongue
anonymous/tony_d/,Tony D
anonymous/too_kool/,Too Kool Posse
anonymous/topr/,Topr
anonymous/torae/,Torae
anonymous/torylane/,Tory Lanez
anonymous/tow_down/,Tow Down
anonymous/TQ/,TQ
anonymous/tr_scott/,Travi$ Scott
anonymous/tr_scott/,Travis Scott
anonymous/trademrc/,Trademarc
anonymous/trae/,Trae
anonymous/tragedy/,Tragedy Khadafi
anonymous/tram_11/,Tram 11
anonymous/tray_bag/,Tray Bag
anonymous/tray_lee/,Tracey Lee
anonymous/traydeee/,Tray Deee
anonymous/tre_8/,Tre-8
anonymous/treecity/,Tree City
anonymous/treklife/,Trek Life
anonymous/trendsof/,Trends of Culture
anonymous/treysong/,Trey Songz
anonymous/tricktrk/,Trick Trick
anonymous/trife_d/,Trife Diesel
anonymous/trigger/,Trigger Tha Gambler
anonymous/triggnom/,Triggnomm
anonymous/trillfam/,Trill Fam
anonymous/trillvil/,Trillville
anonymous/trina/,Trina
anonymous/trinidad/,Trinidad James
anonymous/trip_lee/,Trip Lee
anonymous/triple_1/,Triple One
anonymous/tripredd/,Trippie Redd
anonymous/tripseis/,Triple Seis
anonymous/troy_ave/,Troy Ave
anonymous/truck/,Truck
anonymous/tskforce/,Taskforce
anonymous/t-squad/,T-Squad
anonymous/tulisa/,Tulisa
anonymous/tum_tum/,Tum Tum
anonymous/tunnel/,Tunnel Rats
anonymous/turk/,Turk
anonymous/t-wayne/,T-Wayne
anonymous/tweaponz/,T-Weaponz
anonymous/TWENTY88/,TWENTY88
anonymous/twin_gam/,Twin Gambino
anonymous/twinhype/,Twin Hype
anonymous/twinz/,The Twinz
anonymous/twista/,Twista
anonymous/twiztid/,Twiztid
anonymous/twnperil/,Twin Perils
anonymous/two_onda/,Two On Da Road
anonymous/twokings/,Two Kings in a Cipher
anonymous/twright3/,Tommy Wright III
anonymous/ty/,Ty
anonymous/ty_dolla/,Ty Dolla $ign
anonymous/tylerhip/,Tylerhipnosis
anonymous/typ_cats/,Typical Cats
anonymous/tyrese/,Tyrese
anonymous/TZU/,TZU
anonymous/u_god/,U-God
anonymous/uglyduck/,Ugly Ducklings
anonymous/umc/,UMC's (The U.M.C.'s)
anonymous/un4given/,Unforgiven
anonymous/uncle_k/,Uncle Kracker
anonymous/unclemur/,Uncle Murda
anonymous/unda_pre/,Unda Presha
anonymous/underach/,The Undearchievers
anonymous/uniq_and/,Unique &amp; Dashan
anonymous/unitking/,United Kingdom
anonymous/unitklan/,Unity Klan
anonymous/unk/,Unk
anonymous/unknown/,Unknown Prophets
anonymous/unlv/,UNLV
anonymous/unsung/,Unsung Heroes
anonymous/untilthe/,Until the Ribbon Breaks
anonymous/urbanmys/,Urban Mystic
anonymous/ursula_r/,Ursula Rucker
anonymous/urthboy/,Urthboy
anonymous/us3/,US3
anonymous/usher/,Usher
anonymous/utd/,UTD
anonymous/utfo/,UTFO
anonymous/vado/,Vado
anonymous/vakill/,Vakill
anonymous/van_fake/,Vanilla Ice
anonymous/vandalz/,Mic Vandalz
anonymous/vandersl/,Vanderslice
anonymous/vastaire/,Vast Aire
anonymous/vbakardy/,Vell Bakardy
anonymous/vcspence/,Vic Spencer
anonymous/venom/,Venom
anonymous/vents/,Vents
anonymous/verbkent/,Verbal Kent
anonymous/verse/,Verse
anonymous/VIC/,V.I.C.
anonymous/vicmensa/,Vic Mensa
anonymous/vico_c/,Vico C
anonymous/vinniepz/,Vinnie Paz
anonymous/vintage/,Vintage Imperial
anonymous/violentj/,Violent J (Insane Clown Posse/ICP)
anonymous/viro_the/,Viro the Virus
anonymous/virtuoso/,Virtuoso
anonymous/vision/,Visionaries
anonymous/voltio/,Voltio
anonymous/volume10/,Volume 10
anonymous/vor_mega/,Vordul Mega
anonymous/vstaples/,Vince Staples
anonymous/vybzkart/,Vybz Kartel
anonymous/w_cooper/,William Cooper
anonymous/wais_p/,Wais P
anonymous/wakafloc/,Waka Flocka Flame
anonymous/walkmen/,Walkmen
anonymous/warcloud/,Warcloud
anonymous/warren_g/,Warren G
anonymous/warriors/,The Warriors
anonymous/watsky/,Watsky
anonymous/waynewon/,Wayne Wonder
anonymous/wc_maad/,WC and the M.A.A.D. Circle (W.C.)
anonymous/we_toonz/,We Are Toonz
anonymous/webbie/,Webbie
anonymous/weeknd/,The Weeknd
anonymous/westgunn/,Westside Gunn
anonymous/westside/,Westside Connection
anonymous/wet_boys/,Wet Boys
anonymous/white_by/,White Boy
anonymous/whiteboy/,White Boys
anonymous/whitecol/,White Collar Criminals
anonymous/whitedwg/,White Dawg
anonymous/whiteman/,The White Mandingos
anonymous/whodini/,Whodini
anonymous/whoridas/,WhoRidas
anonymous/wicked/,Wicked
anonymous/wiley/,Wiley
anonymous/willow_s/,Willow Smith
anonymous/wisemen/,Wisemen
anonymous/witch_dr/,Witchdoctor
anonymous/wllbroad/,Will-Broad
anonymous/woodie/,Woodie
anonymous/wordburg/,Wordburglar
anonymous/wossness/,Woss Ness
anonymous/wrdmouth/,Word A Mouth
anonymous/wrdndeek/,Werd n Deeko
anonymous/wrdswrth/,Wordsworth
anonymous/wreckin/,World Class Wreckin Cru (Dr. Dre)
anonymous/wreckshp/,Wreckshop Family
anonymous/wreckx_n/,Wreckx-N-Effect
anonymous/wu_syndi/,Wu-Syndicate
anonymous/x_con/,X-Con
anonymous/x_raided/,X-Raided
anonymous/xale/,Xale
anonymous/xclan/,X-Clan
anonymous/xecution/,X-Ecutioners
anonymous/xinxo/,Xololanxinxo
anonymous/xl/,XL
anonymous/xv/,XV
anonymous/XXXTENTA/,XXXTENTACION
anonymous/y_bloodz/,Youngbloodz
anonymous/y_kadafi/,Yaki Kadafi
anonymous/y_nation/,Yung Nation
anonymous/y_noble/,Young Noble
anonymous/ya_boyy/,Ya-Boyy
anonymous/yaggfu/,Yaggfu Front
anonymous/yakballz/,Yak Ballz
anonymous/yancey/,Yancey Boys
anonymous/ybn_ajay/,YBN Almighty Jay
anonymous/ybn_cord/,YBN Cordae
anonymous/ybnahmir/,YBN Nahmir
anonymous/ybt/,Young Black Teenagers
anonymous/yc/,YC
anonymous/yc_cynic/,YC The Cynic
anonymous/YCEE/,YCEE
anonymous/yel_claw/,Yellow Claw
anonymous/yelawolf/,Yelawolf
anonymous/yelbeezy/,Yella Beezy
anonymous/yella/,DJ Yella
anonymous/yella/,Yella
anonymous/yeshua/,Yeshua Da PoEd
anonymous/YFNlucci/,YFN Lucci
anonymous/YG/,YG
anonymous/ygd_dawg/,Y.G.D. 'The Top Dawg' (YGD)
anonymous/ygz/,YG'z
anonymous/yhung_TO/,Yhung T.O
anonymous/yingyang/,Ying Yang Twins
anonymous/y-kim/,Y-Kim the Ill Figure
anonymous/yknblack/,Yukon Black
anonymous/ymaulkie/,Yomo &amp; Maulkie
anonymous/yng_city/,Young City
anonymous/yng_gunz/,Young Gunz
anonymous/yng_kyoz/,Young Kyoz
anonymous/yng_nudy/,Young Nudy
anonymous/yng_rome/,Young Rome
anonymous/yng_sicc/,Young Sicc
anonymous/yngbleed/,Young Bleed
anonymous/yngdolph/,Young Dolph
anonymous/yngdroop/,Young Droop
anonymous/ynggravy/,Young Gravy
anonymous/ynggravy/,Yung Gravy
anonymous/yngjeezy/,Young Jeezy
anonymous/yngmulti/,Young Multi
anonymous/yngpinch/,Yung Pinch
anonymous/YNWmelly/,YNW Melly
anonymous/ynwslime/,YNW BSlime
anonymous/yo_droog/,Your Old Droog
anonymous/yo_gotti/,Yo Gotti
anonymous/yo_yo/,Yo Yo
anonymous/young_MA/,Young M.A
anonymous/young_mc/,Young M.C. (Young MC)
anonymous/young_t/,Young T &amp; Bugsey
anonymous/youngbck/,Young Buck
anonymous/youngdro/,Young Dro
anonymous/younglay/,Young Lay
anonymous/youngpap/,Young Pappy
anonymous/youngpro/,Young Prodeje
anonymous/youngsam/,Young Sam
anonymous/youngsol/,Young Soldierz
anonymous/youngthg/,Young Thug
anonymous/youngwiz/,Young Wiz
anonymous/youngzee/,Young Zee
anonymous/yourfave/,Your Favorite Martian
anonymous/yscooter/,Young Scooter
anonymous/yU/,yU (yU the 78er)
anonymous/yukmouth/,Yukmouth
anonymous/yung_joc/,Yung Joc
anonymous/yung_mal/,Yung Mal
anonymous/yung_ro/,Yung Ro
anonymous/yung_wun/,Yung Wun
anonymous/yungbleu/,Yung Bleu
anonymous/YUNGBLUD/,YUNGBLUD
anonymous/yungbudd/,Yung Budd
anonymous/yungchad/,Yung Chad
anonymous/yungen/,Yungen
anonymous/yunglean/,Yung Lean
anonymous/yungmavu/,Yung Mavu
anonymous/yungredd/,Yung Redd &amp; Lil Ron
anonymous/yungstar/,Yungstar
anonymous/yungtory/,Yung Tory
anonymous/yxngbane/,Yxng Bane
anonymous/yz/,YZ
anonymous/z_izland/,Zug Izland
anonymous/z_man/,Z-Man
anonymous/z_marley/,Ziggy Marley
anonymous/z_ro/,Z-Ro
anonymous/zay_hilf/,Zay Hilfigerrr &amp; Zayion McCall
anonymous/zeb_roc/,Zeb.roc.ski
anonymous/zedzilla/,Zed Zilla
anonymous/zhigge/,Zhigge
anonymous/ziggzagg/,Zigg Zagg
anonymous/zion_i/,Zion I
anonymous/zo/,Zo!
anonymous/zoepound/,Zoe Pound
anonymous/zonnique/,Zonnique
anonymous/zphazeem/,Zeph &amp; Azeem
anonymous/zuninjaz/,Zu Ninjaz
anonymous/zuse/,Zuse
anonymoys/cymphoni/,Cymphonique
anonymoys/YT_crack/,YT Cracker
YFA_2pac.html,2Pac/Makaveli
YFA_50cent.html#hunger,Lloyd Banks
YFA_50cent.html,G-Unit
YFA_50cent.html,Tony Yayo
YFA_asaprocky.html,A$AP Rocky
YFA_atcq.html,A Tribe Called Quest
YFA_atcq.html,Q-Tip
YFA_azealia.html,Azealia Banks
YFA_beastieboys.html,Beastie Boys
YFA_big.html,Notorious B.I.G.
YFA_bigkrit.html,Big K.R.I.T.
YFA_bigl.html,Big L
YFA_bigpun.html,Big Punisher
YFA_bigsean.html,Big Sean
YFA_bizmark.html,Biz Markie
YFA_blackeyedpeas.html,Black Eyed Peas
YFA_blackeyedpeas.html,will.i.am (Black Eyed Peas)
YFA_BOB.html,B.o.B
YFA_brand.html,Brand Nubian
YFA_brand.html,Grand Puba
YFA_brand.html,Lord Jamar
YFA_brand.html,Sadat X
YFA_breeze.html,Cool Breeze
YFA_busta.html,Busta Rhymes
YFA_camron.html,Cam'Ron
YFA_camron.html,Jim Jones
YFA_camron.html,JR Writer
YFA_camron.html,Juelz Santana
YFA_camron.html,The Diplomats
YFA_can_i_bus.html,Canibus
YFA_chiefkeef.html,Chief Keef
YFA_childishgambino.html,Childish Gambino (Donald Glover)
YFA_clipse.html,Pusha T
YFA_cnn.html,Capone-N-Noreaga
YFA_coflow.html,Company Flow
YFA_coflow.html,El-P
YFA_coflow.html,Run the Jewels
YFA_common.html,Common (Common Sense)
YFA_coup.html,The Coup
YFA_cypress.html#misc,B Real &amp; Berner
YFA_cypress.html,B-Real
YFA_cypress.html,Cypress Hill
YFA_cypress.html,Sen Dog
YFA_dabrat.html,Da Brat
YFA_danjamowf.html,Danja Mowf
YFA_danny.html,Danny!
YFA_devinthedude.html,Devin the Dude
YFA_df.html,Dungeon Family
YFA_djkhaled.html,DJ Khaled
YFA_dls.html,De La Soul
YFA_dmx.html,DMX
YFA_dpg.html,Daz Dillinger (Dat Nigga Daz)
YFA_dpg.html,Dogg Pound
YFA_dpg.html,Kurupt
YFA_drake.html,Drake
YFA_drdre.html,Dr. Dre
YFA_drdre.html,N.W.A.
YFA_E40.html,E-40
YFA_E40.html,The Click
YFA_eminem.html,Bad Meets Evil
YFA_eminem.html,D12
YFA_eminem.html,Eminem
YFA_epmd.html,EPMD
YFA_epmd.html,Erick Sermon
YFA_eve.html,Eve
YFA_fab.html,Fabolous
YFA_fat_joe.html,Fat Joe (Don Cartagena)
YFA_foxy.html,Foxy Brown
YFA_fugees.html,Fugees
YFA_future.html,Future
YFA_future.html,Future &amp; Juice WRLD
YFA_game.html,The Game (Game)
YFA_getoboys.html,Bushwick Bill
YFA_getoboys.html,Geto Boys
YFA_getoboys.html,Willie D (Geto Boys)
YFA_ghost.html,Ghostface Killah
YFA_ghost.html,Wu-Block
YFA_goodie.html,Ali &amp; Gipp
YFA_goodie.html,Cee-Lo
YFA_goodie.html,Gnarls Barkley
YFA_goodie.html,Goodie Mob
YFA_goodie.html,Khujo Goodie
YFA_goodie.html/,Big Gipp
YFA_gsr.html,GangStarr
YFA_gsr.html,Guru
YFA_guccimane.html,Gucci Mane
YFA_gymclassheroes.html,Gym Class Heroes (Travie McCoy)
YFA_gymclassheroes.html,Travie McCoy
YFA_heavyd.html,Heavy D
YFA_houseofpain.html,Everlast
YFA_houseofpain.html,House of Pain
YFA_icecube.html,Ice Cube
YFA_icet.html,Body Count
YFA_icet.html,Ice-T
YFA_iggyazalea.html,Iggy Azalea
YFA_immortal.html,Immortal Technique
YFA_j5.html,Chali 2na
YFA_j5.html,Jurassic 5
YFA_jarule.html,Ja Rule
YFA_jayz.html,Jay-Z
YFA_jayz.html,Jay-Z &amp; Kanye West (Watch the Throne)
YFA_jcole.html,J. Cole
YFA_joebudden.html,Joe Budden
YFA_joebudden.html,Slaughterhouse
YFA_juvenile.html,Juvenile
YFA_juvenile.html,Juvenile-Wacko-Skip (U.T.P.)
YFA_kane.html,Big Daddy Kane
YFA_kanye.html,Kanye West
YFA_kanye.html,Kanye West
YFA_kendricklamar.html,Kendrick Lamar
YFA_kidcudi.html,Kid Cudi
YFA_killah.html,Killah Priest
YFA_kim.html,Lil' Kim
YFA_kingtee.html,King Tee
YFA_koolgrap.html,Kool G Rap and DJ Polo
YFA_koolkeith.html,Kool Keith
YFA_koolkeith.html,Ultra (Kool Keith &amp; Tim Dog)
YFA_koolkeith.html,UltraMagnetic M.C.'s (Ultramagnetic MC's)
YFA_koolkeith_two.html,Clayborne Family
YFA_koolkeith_two.html,Dr. Dooom
YFA_koolkeith_two.html,Dr. Octagon (Kool Keith)
YFA_koolkeith_two.html,KHM
YFA_krs.html,Boogie Down Productions
YFA_krs.html,KRS-One
YFA_liks.html#tash,Tash
YFA_liks.html,Tha Alkaholiks (Tha Liks)
YFA_lilrob.html,Lil' Rob
YFA_littlebrother.html,Big Pooh
YFA_littlebrother.html,Foreign Exchange
YFA_littlebrother.html,Little Brother
YFA_littlebrother.html,Phonte
YFA_littlebrother.html,Rapper Big Pooh
YFA_ll.html,LL Cool J
YFA_LMFAO.html,LMFAO
YFA_LMFAO.html,Redfoo
YFA_lonelyisland.html,The Lonely Island
YFA_ludacris.html,Disturbing Tha Peace
YFA_ludacris.html,Ludacris
YFA_macklemore.html,Macklemore
YFA_macmiller.html,Mac Miller
YFA_mase.html,Harlem World
YFA_mase.html,Ma$e
YFA_masterP.html,Master P
YFA_masterP_two.html,Louie V Mob
YFA_mcchris.html,mc chris
YFA_mclyte.html,MC Lyte
YFA_method.html,Meth Ghost Rae
YFA_method.html,Method Man
YFA_mfdoom.html,DOOMSTARKS
YFA_mfdoom.html,MF Doom
YFA_missy.html,Missy 'Misdemeanor' Elliott
YFA_mobbdeep.html,Havoc
YFA_mobbdeep.html,Mobb Deep
YFA_mobbdeep.html,Prodigy
YFA_mop.html,M.O.P.
YFA_mystikal.html,Mystikal
YFA_nappy.html,Nappy Roots
YFA_nas.html#firm,The Firm
YFA_nas.html,Nas
YFA_natedogg.html,213
YFA_natedogg.html,Nate Dogg
YFA_nelly.html,Nelly
YFA_nerd.html,N.E.R.D. (N*E*R*D)
YFA_nerd.html,Pharrell
YFA_nerd.html,The Neptunes
YFA_nickiminaj.html,Nicki Minaj
YFA_oddfuture.html,Domo Genesis
YFA_oddfuture.html,Earl Sweatshirt
YFA_oddfuture.html,Frank Ocean
YFA_oddfuture.html,Hodgy Beats (Hodgy)
YFA_oddfuture.html,MellowHype
YFA_oddfuture.html,Mike G
YFA_oddfuture.html,Odd Future
YFA_oddfuture.html,The Internet
YFA_oddfuture.html,The Jet Age of Tomorrow
YFA_oddfuture.html,Tyler the Creator (Odd Future)
YFA_otk.html,Big Boi
YFA_otk.html,OutKast
YFA_peterock.html,Pete Rock (solo)
YFA_peterock.html,Pete Rock and CL Smooth
YFA_puff.html,Puff Daddy (Diddy)
YFA_rakim.html,Rakim (formerly of Eric B. &amp; Rakim)
YFA_red.html,Redman
YFA_rickross.html,Rick Ross
YFA_roots.html,The Roots
YFA_royceda59.html,Royce Da 5'9" (Royce the Five Nine)
YFA_rundmc.html,DMC
YFA_rundmc.html,Rev Run
YFA_rundmc.html,Run-D.M.C.
YFA_scarface.html,Scarface
YFA_schoolboyQ.html,ScHoolboy Q
YFA_slickrick.html,Slick Rick
YFA_snoopdogg.html,Snoop Dogg (SnoopSnoop Doggy Dogg or Snoop Lion)
YFA_snoopdogg_two.html,Snoop Dogg &amp; Wiz Khalifa
YFA_talib.html,Black Star
YFA_talib.html,Mos Def
YFA_talib.html,Talib Kweli
YFA_techn9ne.html,Tech N9ne
YFA_thelox.html,Jadakiss
YFA_thelox.html,Sheek Louch
YFA_thelox.html,Styles P
YFA_thelox.html,The Lox (D-Block)
YFA_three6.html#tear,Tear Da Club Up Thugs
YFA_three6.html,DJ Paul
YFA_three6.html,Juicy J
YFA_three6.html,Koopsta Knicca
YFA_three6.html,Three 6 Mafia
YFA_ti.html,Hustle Gang
YFA_timb.html,Magoo &amp; Timbaland
YFA_timb.html,Timbaland
YFA_tlc.html,Left Eye
YFA_tlc.html,Lisa 'Left Eye' Lopes
YFA_tlc.html,TLC
YFA_tooshort.html,Too $hort
YFA_trick.html,Trick Daddy
YFA_tru.html,TRU
YFA_tyga.html,Tyga
YFA_ugk.html,Bun B
YFA_ugk.html,Pimp C
YFA_ugk.html,UGK (U.G.K. a/k/a Underground Kings)
YFA_wale.html,Wale
YFA_willsmith.html,DJ Jazzy Jeff &amp; the Fresh Prince
YFA_willsmith.html,Fresh Prince (Will Smith)
YFA_willsmith.html,Will Smith (Fresh Prince)
YFA_wizkhalifa.html,Wiz Khalifa
YFA_wutang.html,Wu-Tang Clan
YFA_wyclef.html,Wyclef Jean
YFA_xzibit.html,Xzibit
YFA_youngjeezy.html,Jeezy (Young Jeezy)
